name,adress,price,type,RE,area_m2,land_area_m2,disposition,city,city_part,price_KC
"Prodej rodinného domu 60 m², pozemek 172 m²","Chaloupkova, Brno - Královo Pole",6 800 000 Kč,prodej,rodinného domu,60,172,,Brno,Královo Pole,6800000.0
"Prodej rodinného domu 275 m², pozemek 1329 m²","Zálesí, Úvaly",24 900 000 Kč,prodej,rodinného domu,275,1329,,Úvaly,,24900000.0
"Prodej rodinného domu 235 m², pozemek 244 m²","Barandov, Chrastava - Dolní Chrastava",5 400 000 Kč,prodej,rodinného domu,235,244,,Chrastava,Dolní Chrastava,5400000.0
"Prodej rodinného domu 316 m², pozemek 598 m²",Kvilda,34 900 000 Kč,prodej,rodinného domu,316,598,,Kvilda,,34900000.0
Prodej bytu 4+kk 191 m²,"Sokolovská, Praha - Karlín",33 985 000 Kč,prodej,bytu,191,,4+kk,Praha,Karlín,33985000.0
Prodej bytu 4+kk 159 m²,"Sokolovská, Praha - Karlín",29 490 000 Kč,prodej,bytu,159,,4+kk,Praha,Karlín,29490000.0
Prodej bytu 3+kk 127 m²,"Korunní, Praha - Vinohrady",23 500 000 Kč,prodej,bytu,127,,3+kk,Praha,Vinohrady,23500000.0
"Prodej rodinného domu 572 m², pozemek 1676 m²","Nad údolím, Praha - Hodkovičky",39 000 000 Kč,prodej,rodinného domu,572,1676,,Praha,Hodkovičky,39000000.0
Pronájem bytu 2+kk 45 m²,"Ovocná, Vřesina",8 000 Kč/měsíc,pronájem,bytu,45,,2+kk,Vřesina,,8000.0
Prodej bytu 2+kk 59 m²,"Za invalidovnou, Praha - Karlín",9 295 104 Kč,prodej,bytu,59,,2+kk,Praha,Karlín,9295104.0
"Prodej rodinného domu 229 m², pozemek 1456 m²","V Dolích, Černošice",29 900 000 Kč,prodej,rodinného domu,229,1456,,Černošice,,29900000.0
"Prodej rodinného domu 59 m², pozemek 574 m²",Přestavlky,3 490 000 Kč,prodej,rodinného domu,59,574,,Přestavlky,,3490000.0
"Prodej chaty 150 m², pozemek 9175 m²",Kamýk nad Vltavou,11 900 000 Kč,prodej,chaty,150,9175,,Kamýk nad Vltavou,,11900000.0
"Prodej rodinného domu 150 m², pozemek 9175 m²",Kamýk nad Vltavou,11 900 000 Kč,prodej,rodinného domu,150,9175,,Kamýk nad Vltavou,,11900000.0
"Prodej rodinného domu 116 m², pozemek 957 m²",Zlonice - Lisovice,7 190 000 Kč,prodej,rodinného domu,116,957,,Zlonice,Lisovice,7190000.0
Prodej bytu 2+kk 65 m²,"Mezi Vodami, Praha - Modřany",11 990 000 Kč,prodej,bytu,65,,2+kk,Praha,Modřany,11990000.0
"Prodej rodinného domu 400 m², pozemek 1508 m²","Jílovišťská, Praha - Lipence",33 950 000 Kč,prodej,rodinného domu,400,1508,,Praha,Lipence,33950000.0
Prodej bytu 2+kk 54 m²,Praha - Vršovice,8 900 000 Kč,prodej,bytu,54,,2+kk,Praha,Vršovice,8900000.0
"Prodej rodinného domu 295 m², pozemek 469 m²","Ke Klimentce, Praha - Smíchov",27 000 000 Kč,prodej,rodinného domu,295,469,,Praha,Smíchov,27000000.0
Prodej bytu 1+kk 36 m²,"Valdštejnské náměstí, Praha - Malá Strana",11 500 000 Kč,prodej,bytu,36,,1+kk,Praha,Malá Strana,11500000.0
"Prodej vily 488 m², pozemek 682 m²","Vápencová, Praha - Podolí",Cena na vyžádání,prodej,vily,488,682,,Praha,Podolí,
Pronájem bytu 1+kk 35 m²,"U Průhonu, Praha - Holešovice",23 490 Kč/měsíc,pronájem,bytu,35,,1+kk,Praha,Holešovice,23490.0
Prodej bytu 3+kk 145 m²,"Bílkova, Praha - Staré Město",29 490 000 Kč,prodej,bytu,145,,3+kk,Praha,Staré Město,29490000.0
"SLEVA: Prodej rodinného domu 300 m², pozemek 771 m²","Nad Zlíchovem, Praha - Hlubočepy",21 000 000 Kč,prodej,rodinného domu,300,771,,Praha,Hlubočepy,21000000.0
"Prodej rodinného domu 285 m², pozemek 2257 m²",Desná,30 490 000 Kč,prodej,rodinného domu,285,2257,,Desná,,30490000.0
Pronájem bytu 4+kk 120 m²,"Irská, Praha - Vokovice",43 000 Kč/měsíc,pronájem,bytu,120,,4+kk,Praha,Vokovice,43000.0
Prodej bytu 1+kk 30 m²,"Pod Zahrady, Přezletice",4 350 000 Kč,prodej,bytu,30,,1+kk,Přezletice,,4350000.0
Pronájem bytu 3+1 75 m²,"Tůně, Uherské Hradiště",12 950 Kč/měsíc,pronájem,bytu,75,,3+1,Uherské Hradiště,,12950.0
"Prodej rodinného domu 144 m², pozemek 605 m²","Bezdězská, Bradlec",9 550 000 Kč,prodej,rodinného domu,144,605,,Bradlec,,9550000.0
Prodej bytu 3+kk 92 m²,"Bicanova, Horoměřice",9 990 000 Kč,prodej,bytu,92,,3+kk,Horoměřice,,9990000.0
Pronájem bytu 4+kk 96 m²,"Rokytnice, Vsetín - Rokytnice",20 000 Kč/měsíc,pronájem,bytu,96,,4+kk,Vsetín,Rokytnice,20000.0
Prodej bytu 3+kk 103 m²,"Biskupcova, Praha - Žižkov",20 400 000 Kč,prodej,bytu,103,,3+kk,Praha,Žižkov,20400000.0
Prodej bytu 2+kk 66 m²,"Švermova, Liberec",6 368 000 Kč,prodej,bytu,66,,2+kk,Liberec,,6368000.0
Prodej bytu 2+kk 45 m²,"Augustina Lukeše, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem",6 615 700 Kč,prodej,bytu,45,,2+kk,Brandýs nad Labem,Stará Boleslav - Brandýs nad Labem,6615700.0
Prodej bytu 2+kk 57 m²,"Na Morákově, Beroun - Beroun-Město",6 978 740 Kč,prodej,bytu,57,,2+kk,Beroun,Beroun-Město,6978740.0
Prodej bytu 3+kk 74 m²,"Na Morákově, Beroun - Beroun-Město",8 498 550 Kč,prodej,bytu,74,,3+kk,Beroun,Beroun-Město,8498550.0
Prodej bytu 3+kk 92 m²,"Augustina Lukeše, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem",9 164 090 Kč,prodej,bytu,92,,3+kk,Brandýs nad Labem,Stará Boleslav - Brandýs nad Labem,9164090.0
Prodej bytu 2+kk 53 m²,"Augustina Lukeše, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem",6 407 912 Kč,prodej,bytu,53,,2+kk,Brandýs nad Labem,Stará Boleslav - Brandýs nad Labem,6407912.0
Prodej bytu 3+kk 85 m²,"Augustina Lukeše, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem",9 172 280 Kč,prodej,bytu,85,,3+kk,Brandýs nad Labem,Stará Boleslav - Brandýs nad Labem,9172280.0
Prodej bytu 3+kk 90 m²,"Augustina Lukeše, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem",8 717 780 Kč,prodej,bytu,90,,3+kk,Brandýs nad Labem,Stará Boleslav - Brandýs nad Labem,8717780.0
Prodej bytu 4+kk 87 m²,"Švermova, Liberec - Liberec (nečleněné město)",8 877 720 Kč,prodej,bytu,87,,4+kk,Liberec,Liberec (nečleněné město),8877720.0
Prodej bytu 3+kk 82 m²,"Švermova, Liberec - Liberec (nečleněné město)",8 093 270 Kč,prodej,bytu,82,,3+kk,Liberec,Liberec (nečleněné město),8093270.0
Prodej bytu 2+kk 58 m²,"Švermova, Liberec - Liberec (nečleněné město)",5 683 233 Kč,prodej,bytu,58,,2+kk,Liberec,Liberec (nečleněné město),5683233.0
Prodej bytu 3+kk 81 m²,"Švermova, Liberec - Liberec (nečleněné město)",7 529 280 Kč,prodej,bytu,81,,3+kk,Liberec,Liberec (nečleněné město),7529280.0
Prodej bytu 4+kk 89 m²,"Švermova, Liberec - Liberec (nečleněné město)",7 987 860 Kč,prodej,bytu,89,,4+kk,Liberec,Liberec (nečleněné město),7987860.0
Prodej bytu 2+kk 63 m²,"Na Morákově, Beroun - Beroun-Město",1 867 490 Kč,prodej,bytu,63,,2+kk,Beroun,Beroun-Město,1867490.0
Prodej bytu 4+kk 92 m²,"Sedlářova, Praha",12 977 620 Kč,prodej,bytu,92,,4+kk,Praha,,12977620.0
Prodej bytu 4+kk 91 m²,"Nová Tesla, Pardubice - Pardubičky",9 766 827 Kč,prodej,bytu,91,,4+kk,Pardubice,Pardubičky,9766827.0
Prodej bytu 2+kk 69 m²,"Biskupcova, Praha - Žižkov",11 700 000 Kč,prodej,bytu,69,,2+kk,Praha,Žižkov,11700000.0
Prodej bytu 3+kk 113 m²,"Biskupcova, Praha - Žižkov",18 960 000 Kč,prodej,bytu,113,,3+kk,Praha,Žižkov,18960000.0
Prodej bytu 4+kk 203 m²,"Mánesova, Praha - Vinohrady",Cena na vyžádání,prodej,bytu,203,,4+kk,Praha,Vinohrady,
Prodej bytu 5+kk 178 m²,"Na hřebenech I, Praha - Podolí",41 900 000 Kč,prodej,bytu,178,,5+kk,Praha,Podolí,41900000.0
Pronájem bytu 2+kk 57 m²,"Smetanova, Zlín",15 000 Kč/měsíc,pronájem,bytu,57,,2+kk,Zlín,,15000.0
Prodej bytu 4+kk 292 m²,"Na Hřebenkách, Praha - Smíchov",42 900 000 Kč,prodej,bytu,292,,4+kk,Praha,Smíchov,42900000.0
Prodej bytu 4+kk 129 m²,"Ovenecká, Praha - Bubeneč",20 500 000 Kč,prodej,bytu,129,,4+kk,Praha,Bubeneč,20500000.0
Prodej bytu 3+kk 62 m²,Harrachov,8 500 000 Kč,prodej,bytu,62,,3+kk,Harrachov,,8500000.0
Pronájem bytu 2+kk 46 m²,"Zlochova, Praha - Modřany",25 500 Kč/měsíc,pronájem,bytu,46,,2+kk,Praha,Modřany,25500.0
"Pronájem rodinného domu 726 m², pozemek 1007 m²","Heineho, Praha - Bubeneč",250 000 Kč/měsíc,pronájem,rodinného domu,726,1007,,Praha,Bubeneč,250000.0
"SLEVA: Pronájem rodinného domu 234 m², pozemek 439 m²","V oblouku, Praha - Nebušice",60 000 Kč/měsíc,pronájem,rodinného domu,234,439,,Praha,Nebušice,60000.0
"Prodej chaty 70 m², pozemek 630 m²","Za Sadem, Plzeň",4 100 000 Kč,prodej,chaty,70,630,,Plzeň,,4100000.0
Prodej bytu 3+kk 235 m²,"Pštrossova, Praha - Nové Město",42 500 000 Kč,prodej,bytu,235,,3+kk,Praha,Nové Město,42500000.0
"Prodej rodinného domu 480 m², pozemek 978 m²",Praha - Nebušice,52 000 000 Kč,prodej,rodinného domu,480,978,,Praha,Nebušice,52000000.0
Prodej bytu 2+kk 58 m²,"Charbulova, Brno - Černovice",7 670 000 Kč,prodej,bytu,58,,2+kk,Brno,Černovice,7670000.0
"Prodej rodinného domu 110 m², pozemek 300 m²",Křenovice,9 990 000 Kč,prodej,rodinného domu,110,300,,Křenovice,,9990000.0
Prodej bytu 1+kk 49 m²,"Auerswaldova, Brno - Zábrdovice",6 562 500 Kč,prodej,bytu,49,,1+kk,Brno,Zábrdovice,6562500.0
Prodej bytu 3+kk 83 m²,Rostěnice-Zvonovice - Rostěnice,6 138 850 Kč,prodej,bytu,83,,3+kk,Rostěnice,Zvonovice - Rostěnice,6138850.0
SLEVA: Prodej bytu 3+1 65 m²,"Herčíkova, Brno - Královo Pole",7 590 000 Kč,prodej,bytu,65,,3+1,Brno,Královo Pole,7590000.0
Prodej bytu 1+1 38 m²,"Charbulova, Brno - Černovice",5 790 000 Kč,prodej,bytu,38,,1+1,Brno,Černovice,5790000.0
Prodej bytu 4+kk 162 m²,"Melantrichova, Praha - Staré Město",28 500 000 Kč,prodej,bytu,162,,4+kk,Praha,Staré Město,28500000.0
"Prodej rodinného domu 451 m², pozemek 648 m²","Lipová, Lštění - Zlenice",6 200 000 Kč,prodej,rodinného domu,451,648,,Lštění,Zlenice,6200000.0
"Prodej rodinného domu 332 m², pozemek 363 m²","Masarykovo náměstí, Bělá pod Bezdězem",6 900 000 Kč,prodej,rodinného domu,332,363,,Bělá pod Bezdězem,,6900000.0
Prodej bytu 2+1 74 m²,Praha - Nové Město,14 200 000 Kč,prodej,bytu,74,,2+1,Praha,Nové Město,14200000.0
"Prodej rodinného domu 476 m², pozemek 593 m²","Hubičkova, Praha - Modřany",42 000 000 Kč,prodej,rodinného domu,476,593,,Praha,Modřany,42000000.0
Prodej bytu 4+kk 241 m²,Praha - Nové Město,39 900 000 Kč,prodej,bytu,241,,4+kk,Praha,Nové Město,39900000.0
Prodej bytu 1+kk 31 m²,"Hrnčířská, Uhlířské Janovice",2 950 000 Kč,prodej,bytu,31,,1+kk,Uhlířské Janovice,,2950000.0
"Prodej vily 450 m², pozemek 3087 m²","Na Vyhlídce, Dobřichovice",42 500 000 Kč,prodej,vily,450,3087,,Dobřichovice,,42500000.0
Prodej bytu 2+kk 35 m²,"Bohunická, Brno - Horní Heršpice",5 460 000 Kč,prodej,bytu,35,,2+kk,Brno,Horní Heršpice,5460000.0
"Prodej rodinného domu 350 m², pozemek 1000 m²",Trhové Dušníky,8 250 000 Kč,prodej,rodinného domu,350,1000,,Trhové Dušníky,,8250000.0
"Prodej rodinného domu 206 m², pozemek 753 m²","Jílovišťská, Praha - Lipence",15 890 000 Kč,prodej,rodinného domu,206,753,,Praha,Lipence,15890000.0
Prodej bytu 4+1 127 m²,"Vřídelní, Karlovy Vary",10 900 000 Kč,prodej,bytu,127,,4+1,Karlovy Vary,,10900000.0
Prodej bytu 4+kk 130 m²,Pec pod Sněžkou,25 950 000 Kč,prodej,bytu,130,,4+kk,Pec pod Sněžkou,,25950000.0
Pronájem bytu 2+1 66 m²,"Sámova, Praha - Vršovice",24 000 Kč/měsíc,pronájem,bytu,66,,2+1,Praha,Vršovice,24000.0
Prodej bytu 2+1 95 m²,"Mánesova, Praha - Vinohrady",14 980 000 Kč,prodej,bytu,95,,2+1,Praha,Vinohrady,14980000.0
"Prodej rodinného domu 143 m², pozemek 838 m²",Mladá Boleslav - Jemníky,13 800 000 Kč,prodej,rodinného domu,143,838,,Mladá Boleslav,Jemníky,13800000.0
"Prodej rodinného domu 236 m², pozemek 838 m²",Mladá Boleslav - Jemníky,15 800 000 Kč,prodej,rodinného domu,236,838,,Mladá Boleslav,Jemníky,15800000.0
Pronájem bytu 1+1 37 m²,"Nerudova, Úpice",7 000 Kč/měsíc,pronájem,bytu,37,,1+1,Úpice,,7000.0
Prodej bytu 4+kk 247 m²,"Vladislava Vančury, Praha - Zbraslav",31 500 000 Kč,prodej,bytu,247,,4+kk,Praha,Zbraslav,31500000.0
"Prodej rodinného domu 247 m², pozemek 883 m²","Vladislava Vančury, Praha - Zbraslav",31 500 000 Kč,prodej,rodinného domu,247,883,,Praha,Zbraslav,31500000.0
Prodej bytu 3+kk 72 m²,"Malkovského, Praha - Letňany",8 230 000 Kč,prodej,bytu,72,,3+kk,Praha,Letňany,8230000.0
Prodej bytu 4+kk 195 m²,Bedřichov,25 900 000 Kč,prodej,bytu,195,,4+kk,Bedřichov,,25900000.0
Prodej bytu 4+kk 205 m²,Bedřichov,28 500 000 Kč,prodej,bytu,205,,4+kk,Bedřichov,,28500000.0
"Prodej rodinného domu 249 m², pozemek 801 m²",Bedřichov,34 900 000 Kč,prodej,rodinného domu,249,801,,Bedřichov,,34900000.0
"Pronájem vily 410 m², pozemek 1474 m²","Spojová, Praha - Nebušice",160 000 Kč/měsíc,pronájem,vily,410,1474,,Praha,Nebušice,160000.0
Prodej bytu 1+kk 37 m²,"Marie Podvalové, Praha - Čakovice",5 544 840 Kč,prodej,bytu,37,,1+kk,Praha,Čakovice,5544840.0
"Prodej vily 1852 m², pozemek 2060 m²",Liberec - Liberec XXX-Vratislavice nad Nisou,37 000 000 Kč,prodej,vily,1852,2060,,Liberec,Liberec XXX-Vratislavice nad Nisou,37000000.0
Prodej bytu 1+kk 39 m²,"Veleslavínská, Praha - Veleslavín",6 300 000 Kč,prodej,bytu,39,,1+kk,Praha,Veleslavín,6300000.0
Prodej bytu 1+kk 47 m²,"Veleslavínská, Praha - Veleslavín",6 990 000 Kč,prodej,bytu,47,,1+kk,Praha,Veleslavín,6990000.0
Prodej bytu 1+kk 54 m²,"Veleslavínská, Praha - Veleslavín",7 190 000 Kč,prodej,bytu,54,,1+kk,Praha,Veleslavín,7190000.0
Prodej bytu 1+1 54 m²,"Veleslavínská, Praha - Veleslavín",7 500 000 Kč,prodej,bytu,54,,1+1,Praha,Veleslavín,7500000.0
"Prodej vily 370 m², pozemek 2053 m²",Nová Role - Mezirolí,16 500 000 Kč,prodej,vily,370,2053,,Nová Role,Mezirolí,16500000.0
Prodej bytu 1+kk 53 m²,"Veleslavínská, Praha - Veleslavín",7 200 000 Kč,prodej,bytu,53,,1+kk,Praha,Veleslavín,7200000.0
Prodej bytu 2+1 104 m²,"Příčná, Praha - Nové Město",17 500 000 Kč,prodej,bytu,104,,2+1,Praha,Nové Město,17500000.0
"Prodej chaty 25 m², pozemek 157 m²","Kolmistrova, Kladno",380 000 Kč,prodej,chaty,25,157,,Kladno,,380000.0
"Prodej rodinného domu 104 m², pozemek 8414 m²",Choteč,22 000 000 Kč,prodej,rodinného domu,104,8414,,Choteč,,22000000.0
Pronájem bytu 2+kk 70 m²,"Hornoměcholupská, Praha - Horní Měcholupy",24 500 Kč/měsíc,pronájem,bytu,70,,2+kk,Praha,Horní Měcholupy,24500.0
"Prodej rodinného domu 140 m², pozemek 1354 m²",Zbizuby,3 490 000 Kč,prodej,rodinného domu,140,1354,,Zbizuby,,3490000.0
"Prodej rodinného domu 153 m², pozemek 673 m²","Potocká, Brno - Kohoutovice",9 420 000 Kč,prodej,rodinného domu,153,673,,Brno,Kohoutovice,9420000.0
Pronájem bytu 3+1 85 m²,"Bělohorská, Praha",25 000 Kč/měsíc,pronájem,bytu,85,,3+1,Praha,,25000.0
"Pronájem rodinného domu 410 m², pozemek 1054 m²","Nové domy, Praha - Přední Kopanina",89 000 Kč/měsíc,pronájem,rodinného domu,410,1054,,Praha,Přední Kopanina,89000.0
Prodej bytu 3+kk 77 m²,Jablůnka,5 210 920 Kč,prodej,bytu,77,,3+kk,Jablůnka,,5210920.0
Prodej bytu 2+kk 50 m²,Jablůnka,4 027 000 Kč,prodej,bytu,50,,2+kk,Jablůnka,,4027000.0
Prodej bytu 1+kk 41 m²,Jablůnka,3 445 500 Kč,prodej,bytu,41,,1+kk,Jablůnka,,3445500.0
Prodej bytu 1+kk 32 m²,Praha - Praha 9,5 231 990 Kč,prodej,bytu,32,,1+kk,Praha,Praha 9,5231990.0
Pronájem bytu 2+kk 36 m²,"Tovární, Horní Bříza",11 000 Kč/měsíc,pronájem,bytu,36,,2+kk,Horní Bříza,,11000.0
"SLEVA: Prodej rodinného domu 91 m², pozemek 171 m²","Krtská, Jesenice",1 990 000 Kč,prodej,rodinného domu,91,171,,Jesenice,,1990000.0
"SLEVA: Prodej chaty 91 m², pozemek 171 m²","Krtská, Jesenice",1 990 000 Kč,prodej,chaty,91,171,,Jesenice,,1990000.0
Prodej bytu 2+kk 46 m²,"Svojsíkova, Mladá Boleslav - Mladá Boleslav II",4 290 000 Kč,prodej,bytu,46,,2+kk,Mladá Boleslav,Mladá Boleslav II,4290000.0
Pronájem bytu 2+kk 53 m²,"Veleslavínova, Ostrava - Moravská Ostrava",13 800 Kč/měsíc,pronájem,bytu,53,,2+kk,Ostrava,Moravská Ostrava,13800.0
Pronájem bytu 1+1 32 m²,"Sokolská třída, Ostrava - Moravská Ostrava",9 500 Kč/měsíc,pronájem,bytu,32,,1+1,Ostrava,Moravská Ostrava,9500.0
Pronájem bytu 2+1 72 m²,"Přívozská, Ostrava - Moravská Ostrava",14 300 Kč/měsíc,pronájem,bytu,72,,2+1,Ostrava,Moravská Ostrava,14300.0
"Prodej rodinného domu 316 m², pozemek 1966 m²",Voznice,13 900 000 Kč,prodej,rodinného domu,316,1966,,Voznice,,13900000.0
"Pronájem vily 250 m², pozemek 550 m²","Cukrovarnická, Praha - Střešovice",85 000 Kč/měsíc,pronájem,vily,250,550,,Praha,Střešovice,85000.0
Pronájem bytu 2+1 63 m²,"Okružní, Kolín - Kolín V",16 000 Kč/měsíc,pronájem,bytu,63,,2+1,Kolín,Kolín V,16000.0
Pronájem bytu 3+kk 66 m²,"Na Pláni, Plzeň - Bolevec",18 500 Kč/měsíc,pronájem,bytu,66,,3+kk,Plzeň,Bolevec,18500.0
Prodej bytu 2+kk 40 m²,"Okružní, Česká Lípa",2 350 000 Kč,prodej,bytu,40,,2+kk,Česká Lípa,,2350000.0
Prodej bytu 2+kk 61 m²,Vítkovice,10 990 000 Kč,prodej,bytu,61,,2+kk,Vítkovice,,10990000.0
Prodej bytu atypický 175 m²,"Pod Havránkou, Praha - Troja",37 995 000 Kč,prodej,bytu,,,,Praha,Troja,37995000.0
Prodej bytu 4+kk 94 m²,"Jandova, Praha - Vysočany",9 390 000 Kč,prodej,bytu,94,,4+kk,Praha,Vysočany,9390000.0
"Prodej rodinného domu 25 m², pozemek 707 m²",Dobrovice - Týnec,3 200 000 Kč,prodej,rodinného domu,25,707,,Dobrovice,Týnec,3200000.0
"Prodej rodinného domu 190 m², pozemek 190 m²",Moravské Málkovice,2 500 000 Kč,prodej,rodinného domu,190,190,,Moravské Málkovice,,2500000.0
"Prodej rodinného domu 101 m², pozemek 943 m²",Nemotice,5 300 000 Kč,prodej,rodinného domu,101,943,,Nemotice,,5300000.0
"Prodej rodinného domu 120 m², pozemek 348 m²","A. Jiráska, Jeneč",13 480 000 Kč,prodej,rodinného domu,120,348,,Jeneč,,13480000.0
Pronájem bytu 2+kk 80 m²,Rokytnice nad Jizerou - Rokytno,20 800 Kč/měsíc,pronájem,bytu,80,,2+kk,Rokytnice nad Jizerou,Rokytno,20800.0
Prodej bytu 3+1 71 m²,"Nezvalova, Brno - Lesná",7 600 000 Kč,prodej,bytu,71,,3+1,Brno,Lesná,7600000.0
Prodej bytu 2+kk 116 m²,Loučná pod Klínovcem - Háj,7 490 000 Kč,prodej,bytu,116,,2+kk,Loučná pod Klínovcem,Háj,7490000.0
SLEVA: Prodej bytu 3+1 72 m²,"Černá cesta, Olomouc - Klášterní Hradisko",4 690 000 Kč,prodej,bytu,72,,3+1,Olomouc,Klášterní Hradisko,4690000.0
"Pronájem vily 243 m², pozemek 543 m²","Nebušická, Praha - Nebušice",110 000 Kč/měsíc,pronájem,vily,243,543,,Praha,Nebušice,110000.0
"Pronájem rodinného domu 305 m², pozemek 377 m²","Na Hřebenkách, Praha - Smíchov",80 000 Kč/měsíc,pronájem,rodinného domu,305,377,,Praha,Smíchov,80000.0
"Prodej rodinného domu 360 m², pozemek 747 m²",Mistřice - Javorovec,9 400 000 Kč,prodej,rodinného domu,360,747,,Mistřice,Javorovec,9400000.0
"Prodej rodinného domu 116 m², pozemek 315 m²","Hlavní, Stehelčeves",10 490 000 Kč,prodej,rodinného domu,116,315,,Stehelčeves,,10490000.0
"Prodej rodinného domu 276 m², pozemek 564 m²","Pod Ostrou, Brno - Ivanovice",21 500 000 Kč,prodej,rodinného domu,276,564,,Brno,Ivanovice,21500000.0
Prodej bytu 4+kk 96 m²,"Musílkova, Praha - Košíře",15 950 000 Kč,prodej,bytu,96,,4+kk,Praha,Košíře,15950000.0
"Prodej rodinného domu 240 m², pozemek 711 m²","Brněnská, Velké Pavlovice",7 150 000 Kč,prodej,rodinného domu,240,711,,Velké Pavlovice,,7150000.0
Pronájem bytu 2+kk 61 m²,"Františka Kováříka, Plzeň - Skvrňany",21 500 Kč/měsíc,pronájem,bytu,61,,2+kk,Plzeň,Skvrňany,21500.0
Prodej bytu 3+kk 68 m²,"Kynského, Slaný",3 990 000 Kč,prodej,bytu,68,,3+kk,Slaný,,3990000.0
Pronájem bytu 3+kk 62 m²,"Františka Kováříka, Plzeň - Skvrňany",23 900 Kč/měsíc,pronájem,bytu,62,,3+kk,Plzeň,Skvrňany,23900.0
"Prodej projektu na klíč 139 m², pozemek 805 m²",Lhota,13 177 000 Kč,prodej,projektu,139,805,,Lhota,,13177000.0
Pronájem bytu 2+1 60 m²,"Sokolovská, Karlovy Vary - Rybáře",12 000 Kč/měsíc,pronájem,bytu,60,,2+1,Karlovy Vary,Rybáře,12000.0
"Prodej rodinného domu 110 m², pozemek 576 m²",Brumovice,3 150 000 Kč,prodej,rodinného domu,110,576,,Brumovice,,3150000.0
Prodej bytu 3+1 69 m²,"Václava Košaře, Ostrava - Dubina",Cena na vyžádání,prodej,bytu,69,,3+1,Ostrava,Dubina,
Pronájem bytu 4+kk 155 m²,"Odkolkova, Praha - Vysočany",49 900 Kč/měsíc,pronájem,bytu,155,,4+kk,Praha,Vysočany,49900.0
"Prodej rodinného domu 132 m², pozemek 682 m²",Chotětov,7 999 000 Kč,prodej,rodinného domu,132,682,,Chotětov,,7999000.0
Prodej bytu 2+kk 61 m²,"Mezitraťová, Praha - Hrdlořezy",10 100 000 Kč,prodej,bytu,61,,2+kk,Praha,Hrdlořezy,10100000.0
"Prodej rodinného domu 132 m², pozemek 494 m²",Lány,8 249 000 Kč,prodej,rodinného domu,132,494,,Lány,,8249000.0
Pronájem bytu 1+kk 41 m²,"Odkolkova, Praha - Vysočany",21 500 Kč/měsíc,pronájem,bytu,41,,1+kk,Praha,Vysočany,21500.0
"Prodej rodinného domu 92 m², pozemek 692 m²","Lesní, Staré Město",3 650 000 Kč,prodej,rodinného domu,92,692,,Staré Město,,3650000.0
"Prodej rodinného domu 261 m², pozemek 958 m²",Onšov,3 995 000 Kč,prodej,rodinného domu,261,958,,Onšov,,3995000.0
"Prodej rodinného domu 135 m², pozemek 2446 m²",Kojice,4 499 000 Kč,prodej,rodinného domu,135,2446,,Kojice,,4499000.0
"Prodej vícegeneračního domu 290 m², pozemek 217 m²","Azalková, Praha - Hostivař",19 900 000 Kč,prodej,vícegeneračního domu,290,217,,Praha,Hostivař,19900000.0
Prodej bytu 2+1 47 m²,"U nových domů II, Praha - Krč",8 700 000 Kč,prodej,bytu,47,,2+1,Praha,Krč,8700000.0
Pronájem bytu 4+kk 104 m²,"Kryšpínova, Praha - Štěrboholy",39 000 Kč/měsíc,pronájem,bytu,104,,4+kk,Praha,Štěrboholy,39000.0
"Prodej chaty 68 m², pozemek 98 m²",Římov - Dolní Stropnice,2 690 000 Kč,prodej,chaty,68,98,,Římov,Dolní Stropnice,2690000.0
